component,smell_count
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/OAuthAccessorRecord.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/OAuthConsumerRecord.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/PingQueueEntry.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/FolderBean.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Maintenance.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/startup/DatabaseScriptProvider.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/startup/WebloggerStartup.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadata.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataTemplate.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogCustomTheme.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/WeblogSharedTheme.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/config/runtime/PropertyDef.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/plugins/entry/ObfuscateEmailPlugin.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/runnable/RollerTask.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/runnable/RollerTaskWithLeasing.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/search/lucene/FieldConstants.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/search/lucene/ReadFromIndexOperation.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/search/lucene/RebuildWebsiteIndexOperation.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/search/lucene/WriteToIndexOperation.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/TemplateEditBean.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/WeblogConfigBean.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UISecurityInterceptor.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/BannedwordslistChecker.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAAutoPingManagerImpl.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPersistenceStrategy.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAPingQueueManagerImpl.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWebloggerImpl.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/plugins/comment/LinkMarkupPlugin.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/planet/util/rome/PlanetConverterForRSS20.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/util/ISO8601DateParser.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/DatabaseProvider.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/HitCountQueue.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/MailProvider.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/MultiWeblogURLStrategy.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/I18nMessages.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/LRUCache2.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/LinkbackExtractor.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/RollerMessages.java,1
aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/cache/CacheManager.java,1
