rule,severity,component,line,message,effort,creationDate
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,110,"Remove this deprecated ""width"" attribute.",5min,2016-01-26T17:22:41+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,589,Use <dialog> instead of the dialog role to ensure accessibility across all devices.,5min,2016-01-26T17:22:41+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,104,"Remove this deprecated ""width"" attribute.",5min,2016-01-12T02:24:37+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,144,"Remove this deprecated ""align"" attribute.",5min,2016-01-12T02:24:37+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,74,Anchor tags should not be used as buttons.,5min,2015-12-27T20:20:44+0000
Web:S6850,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,110,Headings must have content and the content must be accessible by a screen reader.,5min,2015-12-27T20:20:44+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,35,"Remove this deprecated ""width"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,38,"Remove this deprecated ""width"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,39,"Remove this deprecated ""width"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,40,"Remove this deprecated ""width"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,41,"Remove this deprecated ""width"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,52,"Remove this deprecated ""align"" attribute.",5min,2015-12-26T19:33:58+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,58,Anchor tags should not be used as buttons.,5min,2015-12-26T19:33:58+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,103,Use <dialog> instead of the dialog role to ensure accessibility across all devices.,5min,2015-12-26T19:33:58+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Categories.jsp,237,Use <dialog> instead of the dialog role to ensure accessibility across all devices.,5min,2015-12-26T19:33:58+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/CategoriesSidebar.jsp,29,Anchor tags should not be used as buttons.,5min,2015-12-26T19:33:58+0000
Web:S5255,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,111,"Add an ""aria-label"" or ""aria-labbelledby"" attribute to this element.",5min,2015-12-23T16:27:14+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,146,"Remove this deprecated ""width"" attribute.",5min,2015-12-23T16:27:14+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,302,Anchor tags should not be used as buttons.,5min,2015-12-23T16:27:14+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,316,Anchor tags should not be used as buttons.,5min,2015-12-23T16:27:14+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,324,Anchor tags should not be used as buttons.,5min,2015-12-23T16:27:14+0000
Web:S6844,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,329,Anchor tags should not be used as buttons.,5min,2015-12-23T16:27:14+0000
Web:S5255,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,347,"Add an ""aria-label"" or ""aria-labbelledby"" attribute to this element.",5min,2015-12-23T16:27:14+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,367,"Remove this deprecated ""size"" attribute.",5min,2015-12-23T16:27:14+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Comments.jsp,367,"Remove this deprecated ""noshade"" attribute.",5min,2015-12-23T16:27:14+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/CommentsSidebar.jsp,67,A form label must be associated with a control.,5min,2015-12-23T16:27:14+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/CommentsSidebar.jsp,83,A form label must be associated with a control.,5min,2015-12-23T16:27:14+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/CommentsSidebar.jsp,91,A form label must be associated with a control.,5min,2015-12-23T16:27:14+0000
Web:S5255,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,33,"Add an ""aria-label"" or ""aria-labbelledby"" attribute to this element.",5min,2015-12-22T23:27:06+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,63,"Remove this deprecated ""width"" attribute.",5min,2015-12-22T23:27:06+0000
Web:S5255,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,160,"Add an ""aria-label"" or ""aria-labbelledby"" attribute to this element.",5min,2015-12-22T23:27:06+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,182,Use <dialog> instead of the dialog role to ensure accessibility across all devices.,5min,2015-12-22T23:27:06+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,205,A form label must be associated with a control.,5min,2015-12-22T23:27:06+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,214,A form label must be associated with a control.,5min,2015-12-22T23:27:06+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntriesSidebar.jsp,60,A form label must be associated with a control.,5min,2015-12-22T23:27:06+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntriesSidebar.jsp,69,A form label must be associated with a control.,5min,2015-12-22T23:27:06+0000
Web:S6853,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntriesSidebar.jsp,77,A form label must be associated with a control.,5min,2015-12-22T23:27:06+0000
Web:ImgWithoutAltCheck,MINOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntryEdit.jsp,80,"Add an ""alt"" attribute to this image.",5min,2015-12-22T23:27:06+0000
Web:S6841,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntryEdit.jsp,92,"Avoid using positive values for the ""tabIndex"" attribute.",5min,2015-12-22T23:27:06+0000
Web:S6841,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntryEdit.jsp,96,"Avoid using positive values for the ""tabIndex"" attribute.",5min,2015-12-22T23:27:06+0000
Web:S6841,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntryEditor.jsp,47,"Avoid using positive values for the ""tabIndex"" attribute.",5min,2015-12-22T23:27:06+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/core/MainMenu.jsp,82,Use <address> or <details> or <fieldset> or <optgroup> instead of the group role to ensure accessibility across all devices.,5min,2015-12-21T15:40:29+0000
Web:S6841,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/EntryEdit.jsp,64,"Avoid using positive values for the ""tabIndex"" attribute.",5min,2015-12-21T15:40:29+0000
Web:S6819,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/tiles/bannerStatus.jsp,44,Use <button> or <input> instead of the button role to ensure accessibility across all devices.,5min,2015-12-21T15:40:29+0000
css:S4666,MAJOR,aryanmishra777_roller:app/src/main/webapp/roller-ui/styles/roller.css,242,"Unexpected duplicate selector ""body"", first used at line 197",1min,2015-12-21T15:40:29+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/InitFilter.java,92,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2015-05-19T12:09:50+0000
java:S1186,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/filters/InitFilter.java,96,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation.",5min,2015-05-19T12:09:50+0000
java:S5786,INFO,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,34,Remove this 'public' modifier.,2min,2015-05-19T12:09:50+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,34,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2015-05-19T12:09:50+0000
java:S5786,INFO,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,45,Remove this 'public' modifier.,2min,2015-05-19T12:09:50+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,45,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2015-05-19T12:09:50+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,56,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2015-05-19T12:09:50+0000
java:S5786,INFO,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,56,Remove this 'public' modifier.,2min,2015-05-19T12:09:50+0000
java:S5786,INFO,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,67,Remove this 'public' modifier.,2min,2015-05-19T12:09:50+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,67,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2015-05-19T12:09:50+0000
java:S5786,INFO,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,78,Remove this 'public' modifier.,2min,2015-05-19T12:09:50+0000
java:S1130,MINOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/ui/core/filters/InitFilterTest.java,78,"Remove the declaration of thrown exception 'java.lang.Exception', as it cannot be thrown from method's body.",5min,2015-05-19T12:09:50+0000
java:S1118,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/CommentAuthenticatorUtils.java,30,Add a private constructor to hide the implicit public one.,5min,2015-05-19T11:36:45+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/search/lucene/IndexOperation.java,69,Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.,11min,2015-02-08T15:03:53+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/FileContentManagerImpl.java,274,Refactor this method to reduce its Cognitive Complexity from 44 to the 15 allowed.,34min,2015-01-14T15:12:33+0000
java:S5411,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogEntryManagerImpl.java,206,Use a primitive boolean expression here.,5min,2014-09-18T01:05:57+0000
java:S5411,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogEntryManagerImpl.java,218,Use a primitive boolean expression here.,5min,2014-09-18T01:05:57+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,195,Refactor this method to reduce its Cognitive Complexity from 60 to the 15 allowed.,50min,2014-09-04T19:32:04+0000
java:S6541,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeManagerImpl.java,195,"A ""Brain Method"" was detected. Refactor it to reduce at least one of the following metrics: LOC from 131 to 64, Complexity from 23 to 14, Nesting Level from 5 to 2, Number of Variables from 26 to 6.",0min,2014-09-04T19:32:04+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/ThemeEdit.java,123,Refactor this method to reduce its Cognitive Complexity from 34 to the 15 allowed.,24min,2014-09-04T19:32:04+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/ThemeEdit.java,145,"Define a constant instead of duplicating this literal ""generic.error.check.logs"" 3 times.",8min,2014-09-04T19:32:04+0000
java:S1118,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/DeviceUtils.java,32,Add a private constructor to hide the implicit public one.,5min,2014-09-03T07:13:17+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java,66,Refactor this method to reduce its Cognitive Complexity from 35 to the 15 allowed.,25min,2014-09-03T07:13:17+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java,81,"Define a constant instead of duplicating this literal ""mobile"" 3 times.",8min,2014-09-03T07:13:17+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/LiteDeviceResolver.java,186,"Remove this unused method parameter ""request"".",5min,2014-09-03T07:13:17+0000
java:S115,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,36,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,2min,2014-09-03T07:13:17+0000
java:S115,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,36,Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.,2min,2014-09-03T07:13:17+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,49,This block of commented-out lines of code should be removed.,5min,2014-09-03T07:13:17+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,55,This block of commented-out lines of code should be removed.,5min,2014-09-03T07:13:17+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,58,This block of commented-out lines of code should be removed.,5min,2014-09-03T07:13:17+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,61,This block of commented-out lines of code should be removed.,5min,2014-09-03T07:13:17+0000
java:S1126,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,64,Replace this if-then-else statement by a single return statement.,2min,2014-09-03T07:13:17+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/mobile/MobileDeviceRepository.java,65,This block of commented-out lines of code should be removed.,5min,2014-09-03T07:13:17+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java,139,Refactor this method to reduce its Cognitive Complexity from 65 to the 15 allowed.,55min,2014-08-31T01:01:37+0000
java:S1117,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/UserEdit.java,264,"Rename ""user"" which hides the field declared at line 58.",5min,2014-08-16T02:28:58+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Profile.java,69,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,17min,2014-08-16T02:28:58+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,446,"Remove this unused method parameter ""templateId"".",5min,2014-08-12T16:25:50+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataParser.java,117,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,12min,2014-08-12T16:25:50+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/ThemeMetadataParser.java,189,Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.,7min,2014-08-12T16:25:50+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAUserManagerImpl.java,366,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2014-08-11T19:33:22+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/GlobalPermission.java,96,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,17min,2014-08-11T19:33:22+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/UserEdit.java,55,"Make non-static ""bean"" transient or serializable.",30min,2014-08-11T19:33:22+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/UserEdit.java,63,"Define a constant instead of duplicating this literal ""admin"" 3 times.",8min,2014-08-11T19:33:22+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,112,"Remove this deprecated ""width"" attribute.",5min,2014-08-11T13:10:36+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,117,"Remove this deprecated ""width"" attribute.",5min,2014-08-11T13:10:36+0000
Web:ImgWithoutAltCheck,MINOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,121,"Add an ""alt"" attribute to this image.",5min,2014-08-11T13:10:36+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,125,"Remove this deprecated ""width"" attribute.",5min,2014-08-11T13:10:36+0000
Web:ImgWithoutAltCheck,MINOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,129,"Add an ""alt"" attribute to this image.",5min,2014-08-11T13:10:36+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,133,"Remove this deprecated ""width"" attribute.",5min,2014-08-11T13:10:36+0000
Web:ImgWithoutAltCheck,MINOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/UserEdit.jsp,137,"Add an ""alt"" attribute to this image.",5min,2014-08-11T13:10:36+0000
java:S1066,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/PingTargetEdit.java,119,Merge this if statement with the enclosing one.,5min,2014-08-09T20:29:17+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/FolderEdit.java,46,"Make non-static ""bean"" transient or serializable.",30min,2014-08-09T20:29:17+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/admin/PingTargetEdit.java,40,"Make non-static ""bean"" transient or serializable.",30min,2014-08-09T17:43:03+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/RollerUserDetailsService.java,29,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,2014-08-09T02:50:01+0000
java:S1135,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,462,Complete the task associated to this TODO comment.,0min,2014-08-08T00:25:31+0000
java:S3252,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogTemplate.java,191,"Use static access with ""org.apache.roller.weblogger.pojos.TemplateRendition"" for ""RenditionType"".",5min,2014-08-08T00:25:31+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/BookmarkEdit.java,71,"Define a constant instead of duplicating this literal ""generic.error.check.logs"" 3 times.",8min,2014-08-06T16:09:39+0000
java:S1845,BLOCKER,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/util/UIAction.java,151,"Rename method ""cancel"" to prevent any misunderstanding/clash with field ""CANCEL"".",10min,2014-08-06T16:09:39+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryEdit.java,124,"Define a constant instead of duplicating this literal ""entryEdit"" 4 times.",10min,2014-08-04T19:48:10+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/EntryEdit.java,193,Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed.,21min,2014-08-04T19:48:10+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Members.java,68,Refactor this method to reduce its Cognitive Complexity from 33 to the 15 allowed.,23min,2014-08-02T15:55:14+0000
java:S1066,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Members.java,119,Merge this if statement with the enclosing one.,5min,2014-08-02T15:55:14+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/core/security/CustomUserRegistry.java,60,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,2014-08-01T23:37:18+0000
java:S1066,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Register.java,156,Merge this if statement with the enclosing one.,5min,2014-08-01T23:37:18+0000
java:S1066,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Members.java,103,Merge this if statement with the enclosing one.,5min,2014-07-29T13:48:25+0000
java:S107,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplate.java,56,"Constructor has 9 parameters, which is greater than 7 authorized.",20min,2014-07-24T20:44:41+0000
java:S5411,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/PageServlet.java,211,Use a primitive boolean expression here.,5min,2014-07-24T20:44:41+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogManagerImpl.java,196,This block of commented-out lines of code should be removed.,5min,2014-07-24T17:07:23+0000
java:S1133,INFO,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java,201,Do not forget to remove this deprecated code someday.,10min,2014-07-24T03:25:47+0000
java:S1123,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/wrapper/WeblogWrapper.java,201,Add the missing @deprecated Javadoc tag.,5min,2014-07-24T03:25:47+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/PasswordUtility.java,170,"Define a constant instead of duplicating this literal ""update roller_user set passphrase=? where username=?"" 3 times.",8min,2014-07-23T12:08:18+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/StaticTemplate.java,44,"Make non-static ""templateRendition"" transient or serializable.",30min,2014-07-22T20:04:54+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Templates.java,177,This block of commented-out lines of code should be removed.,5min,2014-07-20T12:32:36+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,177,Refactor this method to reduce its Cognitive Complexity from 43 to the 15 allowed.,33min,2014-07-18T18:47:29+0000
java:S3252,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Template.java,67,"Use static access with ""org.apache.roller.weblogger.pojos.TemplateRendition"" for ""RenditionType"".",5min,2014-07-18T18:47:29+0000
java:S5411,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,221,Use a primitive boolean expression here.,5min,2014-07-14T20:22:00+0000
java:S1452,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Theme.java,65,Remove usage of generic wildcard type.,20min,2014-07-14T20:22:00+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/style.css,204,Text does not meet the minimal contrast requirement with its background.,5min,2014-07-13T13:35:52+0000
css:S4666,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/basicmobile/basic-custom.css,148,"Unexpected duplicate selector ""form li"", first used at line 145",1min,2014-07-06T15:24:53+0000
css:S4666,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/basicmobile/basic-custom.css,246,"Unexpected duplicate selector ""div.dayTitle"", first used at line 36",1min,2014-07-06T15:24:53+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/PingTargets.jsp,32,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T15:30:16+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,111,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T15:30:16+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Templates.jsp,45,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T11:45:00+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/admin/PingTargets.jsp,29,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T04:26:31+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Bookmarks.jsp,109,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T04:26:31+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Pings.jsp,35,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T04:26:31+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Templates.jsp,43,"Remove this deprecated ""width"" attribute.",5min,2014-07-02T04:26:31+0000
