TypeName,WMC,NC,DIT,LCOM,FANIN,FANOUT
WebloggerException,4,0,0,-1.0,0,0
TestUtils,58,0,0,0.7631578947368421,41,29
EntryCollection,48,0,0,0.0,1,14
MediaCollection,51,0,0,0.1818181818181818,1,12
RollerAtomHandler,58,0,0,0.32,3,14
RollerAtomHandlerFactory,1,0,0,-1.0,0,0
RollerAtomService,11,0,0,-1.0,2,8
AccessTokenServlet,6,0,0,0.0,0,2
AuthorizationServlet,14,0,0,0.0,0,2
RequestTokenServlet,6,0,0,0.0,0,2
OpenSearchServlet,6,0,0,-1.0,0,5
TagDataServlet,19,0,0,0.0,0,9
BaseAPIHandler,15,1,0,0.75,0,8
BloggerAPIHandler,29,1,1,0.2222222222222222,0,11
MetaWeblogAPIHandler,37,0,2,0.3636363636363636,0,16
DerbyJunitExtension,2,0,0,0.0,0,0
DerbyStartStopper,5,0,0,0.0,0,1
ApplicationResourcesTest,7,0,0,0.5,0,0
UIPluginManagerTest,1,0,0,0.0,0,2
DerbyLifeCycle,3,0,0,0.0,0,0
AuthenticatedUserModel,4,0,0,0.6666666666666666,0,2
BSFRenderer,5,0,0,0.0,0,0
BSFRendererFactory,3,0,0,0.0,0,0
GroovletRenderer,3,0,0,0.0,0,1
GroovletRendererFactory,3,0,0,0.0,0,2
GroovyRollerBinding,13,0,0,0.0,0,0
GroovyRunner,4,0,0,-1.0,1,1
GSPRenderer,4,0,0,0.0,0,1
GSPRendererFactory,3,0,0,0.0,0,2
AbstractRollerPage,10,0,0,0.0,0,0
InitialLoginTestIT,9,0,0,0.3333333333333333,0,10
CreateWeblogPage,8,0,0,-1.0,1,0
LoginPage,5,0,0,-1.0,1,0
MainMenuPage,3,0,0,0.0,1,0
RegisterPage,9,0,0,-1.0,1,0
SetupPage,3,0,0,-1.0,1,0
WelcomePage,2,0,0,-1.0,1,0
AbstractEntryPage,4,2,0,-1.0,0,0
EntryAddPage,1,0,1,-1.0,1,0
EntryEditPage,2,0,1,-1.0,1,0
BlogHomePage,2,0,0,-1.0,1,0
SingleBlogEntryPage,3,0,0,-1.0,1,0
